,RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
120,Good,68.0,224.0,9.0,110.0,24.0,5.0,5.0,86.0,25.0,6.0,2.0,29.0,1.0,31.0,2.4777188328912465,5.0,5.0,5.0,73.0,2.0,2.0,1.092269595176572,71.0
121,Bad,61.0,208.0,6.0,96.0,24.0,3.0,2.0,74.0,44.0,6.0,2.0,27.0,3.0,63.0,2.4777188328912465,2.0,2.0,53.0,77.0,6.0,4.0,2.0,92.0
122,Bad,63.0,203.0,2.0,79.0,16.0,0.0,0.0,59.0,3.0,4.0,6.0,17.0,1.0,47.0,2.4777188328912465,3.0,3.0,55.0,77.0,7.0,3.0,1.0,91.0
123,Bad,69.0,160.0,5.0,109.0,11.0,1.0,1.0,92.0,20.0,6.0,3.0,13.0,1.0,31.0,2.4777188328912465,0.0,0.0,94.0,68.5379727216367,3.0,2.0,3.0,100.0
124,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
125,Bad,49.0,103.0,4.0,48.0,10.0,12.0,9.0,53.0,7.0,0.0,2.0,17.0,1.0,35.0,2.4777188328912465,2.0,2.0,37.0,66.0,5.0,2.0,0.0,80.0
126,Bad,74.0,159.0,9.0,69.0,26.0,0.0,0.0,100.0,21.879546809779367,6.0,7.0,27.0,2.0,48.0,2.4777188328912465,0.0,0.0,61.0,67.0,3.0,4.0,2.0,78.0
127,Bad,65.0,241.0,37.0,95.0,15.0,0.0,0.0,76.0,0.0,4.0,6.0,17.0,0.0,29.0,2.4777188328912465,1.0,1.0,51.0,43.0,3.0,1.0,1.0,80.0
128,Bad,80.0,203.0,6.0,91.0,15.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,17.0,1.0,29.0,2.4777188328912465,0.0,0.0,16.0,93.0,6.0,2.0,1.0,69.0
129,Bad,61.0,61.0,10.0,41.0,9.0,0.0,0.0,80.0,21.879546809779367,5.0,6.0,10.0,1.0,50.0,2.4777188328912465,2.0,2.0,80.0,95.0,4.0,3.0,1.0,100.0
130,Bad,57.0,178.0,2.0,79.0,23.0,0.0,0.0,92.0,2.0,4.0,6.0,26.0,2.0,58.0,2.4777188328912465,3.0,3.0,57.0,77.0,5.0,2.0,1.0,100.0
131,Bad,59.0,131.0,7.0,81.0,13.0,1.0,0.0,69.0,5.0,4.0,5.0,17.0,1.0,50.0,2.4777188328912465,2.0,2.0,75.0,68.5379727216367,3.0,2.0,1.0,100.0
132,Bad,71.0,103.0,15.0,94.0,6.0,1.0,0.0,86.0,13.0,6.0,5.0,7.0,0.0,14.0,2.4777188328912465,0.0,0.0,48.0,68.5379727216367,2.0,2.4849056603773585,0.0,67.0
133,Good,86.0,168.0,15.0,85.0,33.0,0.0,0.0,97.0,51.0,6.0,6.0,34.0,0.0,38.0,2.4777188328912465,0.0,0.0,3.0,68.5379727216367,3.0,2.0,0.0,56.0
134,Good,83.0,106.0,3.0,62.0,28.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,28.0,5.0,11.0,2.4777188328912465,4.0,4.0,17.0,68.5379727216367,2.0,1.0,0.0,60.0
135,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
136,Bad,59.0,198.0,6.0,89.0,29.0,3.0,2.0,79.0,21.0,6.0,2.0,34.0,1.0,38.0,2.4777188328912465,3.0,3.0,38.0,98.0,11.0,1.0,1.0,86.0
137,Bad,59.0,256.0,0.0,50.0,11.0,1.0,0.0,44.0,1.0,4.0,5.0,16.0,1.0,75.0,2.4777188328912465,1.0,1.0,93.0,74.0,3.0,6.0,2.0,90.0
138,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
139,Good,55.0,203.0,7.0,81.0,19.0,2.0,1.0,86.0,3.0,3.0,5.0,21.0,2.0,33.0,2.4777188328912465,3.0,3.0,56.0,87.0,3.0,2.0,1.0,83.0
140,Good,75.0,258.0,28.0,97.0,23.0,0.0,0.0,96.0,21.879546809779367,6.0,6.0,24.0,0.0,13.0,2.4777188328912465,0.0,0.0,31.0,68.5379727216367,4.0,2.4849056603773585,0.0,57.0
141,Bad,78.0,41.0,3.0,16.0,3.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,3.0,2.0,67.0,2.4777188328912465,16.0,16.0,0.0,68.5379727216367,0.0,1.0,1.092269595176572,50.0
142,Good,65.0,14.0,0.0,4.0,3.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,6.0,5.0,33.0,2.4777188328912465,9.0,9.0,1.0,98.0,1.0,2.0,0.0,50.0
143,Good,80.0,233.0,3.0,106.0,28.0,0.0,0.0,97.0,2.0,4.0,6.0,30.0,4.0,37.0,2.0,3.0,3.0,4.0,98.0,4.0,2.0,0.0,86.0
144,Bad,70.0,252.0,3.0,73.0,20.0,4.0,2.0,88.0,31.0,6.0,3.0,24.0,4.0,67.0,2.0,1.0,1.0,16.0,93.0,3.0,2.0,0.0,63.0
145,Bad,59.0,200.76910299003322,5.0,82.0,20.0,5.0,5.0,78.0,6.0,4.0,2.0,27.0,1.0,67.0,4.0,1.0,1.0,98.0,84.0,2.0,4.0,1.092269595176572,100.0
146,Bad,57.0,246.0,4.0,72.0,34.0,2.0,1.0,88.0,3.0,1.0,3.0,40.0,4.0,73.0,2.0,3.0,3.0,12.0,70.0,3.0,12.0,0.0,89.0
147,Bad,77.0,154.0,3.0,55.0,31.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,32.0,6.0,63.0,2.0,2.0,1.0,26.0,74.0,5.0,14.0,0.0,86.0
148,Bad,65.0,37.0,13.0,24.0,11.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,11.0,0.0,27.0,3.0,4.0,4.0,81.0,68.5379727216367,6.0,1.0,2.0,88.0
149,Bad,67.0,97.0,2.0,46.0,8.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,9.0,1.0,33.0,0.0,1.0,1.0,66.0,48.0,5.0,2.0,1.0,88.0
150,Bad,73.0,136.0,6.0,77.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,25.0,4.0,36.0,0.0,3.0,3.0,54.0,100.0,11.0,1.0,1.0,100.0
151,Bad,73.0,190.0,8.0,113.0,27.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,30.0,1.0,23.0,7.0,0.0,0.0,40.0,78.0,9.0,3.0,1.0,68.0
152,Bad,77.0,221.0,17.0,93.0,46.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,51.0,0.0,36.0,17.0,0.0,0.0,41.0,68.5379727216367,8.0,1.0,2.0,75.0
153,Bad,61.0,190.0,7.0,118.0,34.0,0.0,0.0,82.0,22.0,5.0,6.0,34.0,1.0,50.0,19.0,0.0,0.0,97.0,78.0,6.0,4.0,4.0,100.0
154,Good,86.0,242.0,77.0,135.0,14.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,14.0,0.0,36.0,1.0,3.0,3.0,3.0,68.5379727216367,2.0,1.0,0.0,43.0
155,Good,66.0,132.0,3.0,36.0,34.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,34.0,3.0,26.0,10.0,0.0,0.0,66.0,81.0,21.0,4.0,5.0,96.0
156,Bad,64.0,178.0,8.0,108.0,33.0,0.0,0.0,85.0,1.0,4.0,6.0,33.0,2.0,36.0,0.0,4.0,4.0,48.0,78.0,5.0,3.0,3.0,62.0
157,Good,79.0,245.0,6.0,100.0,35.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,37.0,1.0,43.0,4.0,1.0,1.0,18.0,61.0,6.0,4.0,0.0,71.0
158,Good,76.0,159.0,3.0,84.0,21.0,0.0,0.0,95.0,21.879546809779367,5.0,7.0,21.0,1.0,71.0,3.0,1.0,1.0,42.0,69.0,3.0,3.0,1.0,75.0
159,Bad,62.0,27.0,19.0,22.0,3.0,2.0,2.0,100.0,21.879546809779367,6.0,8.0,3.0,0.0,100.0,2.0,4.0,4.0,34.857718120805366,68.5379727216367,4.102110138960371,1.0,1.092269595176572,100.0
160,Good,81.0,244.0,3.0,128.0,54.0,0.0,0.0,98.0,21.879546809779367,6.0,6.0,56.0,3.0,41.0,0.0,4.0,4.0,25.0,97.0,6.0,3.0,0.0,90.0
161,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
162,Good,85.0,241.0,7.0,120.0,36.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,36.0,1.0,39.0,2.0,1.0,1.0,1.0,20.0,3.0,4.0,0.0,50.0
163,Bad,75.0,160.0,5.0,69.0,12.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,12.0,2.0,42.0,2.0,2.0,2.0,85.0,100.0,2.0,2.0,2.0,83.0
164,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
165,Bad,72.0,132.0,2.0,65.0,25.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,26.0,3.0,42.0,2.0,3.0,3.0,40.0,70.0,5.0,3.0,2.0,73.0
166,Bad,71.0,179.0,4.0,68.0,32.0,1.0,1.0,97.0,50.0,6.0,3.0,33.0,5.0,21.0,1.0,5.0,5.0,43.0,45.0,12.0,4.0,3.0,76.0
167,Good,65.0,256.0,40.0,190.0,23.0,1.0,1.0,85.0,5.0,4.0,4.0,27.0,0.0,52.0,5.0,0.0,0.0,75.0,27.0,4.0,3.0,1.0,88.0
168,Good,55.0,139.0,3.0,65.0,51.0,0.0,0.0,98.0,2.0,4.0,6.0,51.0,3.0,27.0,0.0,11.0,9.0,80.0,68.5379727216367,17.0,2.0,10.0,79.0
169,Good,89.0,137.0,15.0,75.0,14.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,14.0,0.0,0.0,2.4777188328912465,0.0,0.0,3.0,68.5379727216367,3.0,2.4849056603773585,0.0,50.0
170,Bad,50.0,222.0,20.0,99.0,24.0,2.0,1.0,81.0,1.0,4.0,5.0,26.0,0.0,38.0,3.0,1.0,1.0,42.0,67.0,6.0,3.0,2.0,69.0
171,Good,70.0,218.0,3.0,69.0,24.0,1.0,1.0,88.0,36.0,5.0,2.0,33.0,3.0,62.0,0.0,5.0,5.0,69.0,83.0,8.0,4.0,1.0,100.0
172,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
173,Bad,55.0,156.0,5.0,65.0,59.0,1.0,1.0,98.0,2.0,4.0,6.0,59.0,5.0,36.0,1.0,12.0,11.0,44.0,91.0,7.0,5.0,1.0,92.0
174,Bad,69.0,82.0,13.0,57.0,15.0,5.0,4.0,67.0,23.0,6.0,2.0,21.0,0.0,71.0,5.0,2.0,2.0,6.0,66.0,1.0,2.0,1.092269595176572,75.0
175,Good,62.0,247.0,11.0,93.0,29.0,2.0,2.0,90.0,37.0,0.0,6.0,29.0,1.0,24.0,16.0,0.0,0.0,67.0,68.5379727216367,11.0,1.0,3.0,100.0
176,Good,87.0,112.0,5.0,67.0,22.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,22.0,2.0,55.0,5.0,0.0,0.0,3.0,92.0,1.0,3.0,0.0,44.0
177,Good,65.0,129.0,10.0,64.0,30.0,0.0,0.0,78.0,2.0,4.0,6.0,32.0,3.0,34.0,0.0,1.0,1.0,17.0,99.0,2.0,10.0,0.0,67.0
178,Bad,66.0,93.0,7.0,33.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,24.0,3.0,33.0,0.0,2.0,2.0,58.0,97.0,8.0,2.0,4.0,63.0
179,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
180,Bad,85.0,154.0,45.0,159.0,4.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,4.0,0.0,50.0,2.4777188328912465,0.0,0.0,53.0,68.5379727216367,1.0,2.4849056603773585,0.0,100.0
181,Good,81.0,212.0,1.0,93.0,37.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,44.0,5.0,16.0,2.0,3.0,3.0,19.0,68.5379727216367,4.0,2.0,1.0,35.0
182,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
183,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
184,Good,65.0,321.0,3.0,74.0,27.0,2.0,1.0,68.0,21.0,6.0,4.0,31.0,5.0,45.0,0.0,4.0,4.0,11.0,91.0,1.0,4.0,0.0,56.0
185,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
186,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
187,Good,65.0,338.0,7.0,55.0,24.0,0.0,0.0,83.0,9.0,4.0,6.0,24.0,2.0,33.0,0.0,2.0,2.0,13.0,78.0,2.0,2.0,0.0,31.0
188,Good,85.0,195.0,5.0,87.0,28.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,29.0,5.0,38.0,0.0,3.0,3.0,11.0,49.0,5.0,3.0,0.0,73.0
189,Good,67.0,145.0,3.0,58.0,31.0,1.0,1.0,94.0,11.0,4.0,2.0,32.0,4.0,56.0,3.0,2.0,2.0,18.0,62.0,5.0,6.0,1.0,79.0
190,Good,92.0,352.0,13.0,120.0,14.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,17.0,0.0,35.0,4.0,1.0,1.0,11.0,68.5379727216367,2.0,1.0,0.0,60.0
191,Bad,66.0,205.0,4.0,123.0,5.0,1.0,1.0,100.0,21.879546809779367,6.0,8.0,5.0,2.0,40.0,4.0,5.0,5.0,83.0,80.0,1.0,2.0,1.0,100.0
192,Bad,62.0,135.0,8.0,59.0,15.0,2.0,2.0,81.0,4.0,4.0,6.0,16.0,1.0,81.0,0.0,11.0,10.0,13.0,59.0,2.0,4.0,0.0,100.0
193,Bad,62.0,433.0,1.0,79.0,31.0,3.0,3.0,92.0,24.0,5.0,2.0,39.0,7.0,85.0,0.0,2.0,2.0,13.0,97.0,1.0,4.0,1.092269595176572,100.0
194,Good,69.0,175.0,6.0,56.0,17.0,2.0,1.0,90.0,11.0,4.0,5.0,20.0,3.0,55.0,1.0,1.0,1.0,16.0,92.0,3.0,8.0,0.0,73.0
195,Bad,83.0,344.0,42.0,151.0,10.0,0.0,0.0,90.0,38.0,6.0,6.0,10.0,0.0,40.0,19.0,0.0,0.0,5.0,68.5379727216367,1.0,2.4849056603773585,1.092269595176572,33.0
196,Bad,57.0,140.0,13.0,67.0,8.0,4.0,4.0,80.0,26.0,6.0,4.0,10.0,0.0,50.0,3.0,1.0,1.0,93.0,71.0,1.0,2.0,1.0,100.0
197,Bad,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
198,Bad,66.0,307.0,6.0,125.0,38.0,3.0,1.0,79.0,24.0,6.0,2.0,49.0,2.0,48.0,4.0,1.0,1.0,45.0,75.0,8.0,3.0,4.0,65.0
199,Bad,66.0,502.0,4.0,145.0,34.0,0.0,0.0,97.0,36.0,6.0,6.0,37.0,4.0,27.0,4.0,3.0,3.0,80.0,53.0,17.0,3.0,12.0,83.0
200,Bad,64.0,277.0,6.0,94.0,26.0,0.0,0.0,71.0,3.0,4.0,6.0,28.0,1.0,54.0,5.0,0.0,0.0,52.0,77.0,5.0,4.0,1.0,82.0
201,Good,72.06044011763512,200.76910299003322,9.588491540877317,78.77813797994125,21.12146692331071,0.5814000607841151,0.38476344848546246,92.35994326815926,21.879546809779367,5.756006082108464,6.3745314557795565,22.6354979232094,1.8638435822105157,34.618680984702664,2.4777188328912465,1.4559821699929085,1.3971228852193294,34.857718120805366,68.5379727216367,4.102110138960371,2.4849056603773585,1.092269595176572,66.44900030447579
202,Good,81.0,334.0,16.0,104.0,18.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,19.0,0.0,68.0,9.0,0.0,0.0,29.0,34.0,3.0,3.0,0.0,86.0
203,Good,63.0,307.0,2.0,85.0,35.0,0.0,0.0,95.0,22.0,6.0,6.0,38.0,3.0,24.0,0.0,3.0,3.0,38.0,68.5379727216367,5.0,1.0,2.0,50.0
204,Bad,66.0,133.0,6.0,77.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,26.0,2.0,42.0,0.0,3.0,3.0,105.0,94.0,6.0,2.0,6.0,100.0
205,Bad,61.0,338.0,2.0,145.0,32.0,0.0,0.0,88.0,4.0,4.0,6.0,33.0,1.0,27.0,12.0,0.0,0.0,56.0,85.0,15.0,2.0,6.0,78.0
206,Good,85.0,182.0,13.0,74.0,10.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,10.0,0.0,50.0,18.0,0.0,0.0,12.0,34.0,4.0,2.0,0.0,86.0
207,Good,72.0,145.0,7.0,57.0,45.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,72.0,2.0,74.0,7.0,0.0,0.0,34.0,97.0,4.0,12.0,0.0,73.0
208,Good,85.0,267.0,18.0,72.0,8.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,8.0,0.0,25.0,17.0,0.0,0.0,17.0,62.0,2.0,1.0,0.0,75.0
209,Bad,78.0,340.0,8.0,106.0,25.0,0.0,0.0,96.0,7.0,4.0,6.0,25.0,1.0,56.0,4.0,1.0,1.0,6.0,77.0,2.0,3.0,0.0,56.0
210,Good,86.0,439.0,2.0,112.0,18.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,21.0,2.0,57.0,1.0,3.0,3.0,26.0,100.0,3.0,2.0,0.0,83.0
211,Good,70.0,139.0,5.0,67.0,19.0,1.0,0.0,83.0,19.0,6.0,5.0,23.0,2.0,57.0,5.0,0.0,0.0,39.0,66.0,2.0,3.0,0.0,100.0
212,Bad,62.0,295.0,7.0,124.0,55.0,0.0,0.0,95.0,8.0,4.0,6.0,57.0,2.0,39.0,5.0,0.0,0.0,32.0,48.0,6.0,4.0,2.0,57.0
213,Good,82.0,286.0,1.0,103.0,16.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,17.0,3.0,47.0,6.0,0.0,0.0,25.0,22.0,4.0,3.0,1.0,89.0
214,Good,75.0,311.0,8.0,117.0,40.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,45.0,2.0,42.0,0.0,5.0,5.0,34.0,68.5379727216367,4.0,2.4849056603773585,2.0,45.0
215,Good,66.0,111.0,4.0,40.0,9.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,9.0,2.0,33.0,1.0,3.0,3.0,80.0,55.0,5.0,2.0,3.0,88.0
216,Bad,93.0,399.0,27.0,174.0,5.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,5.0,0.0,0.0,2.0,1.0,1.0,0.0,68.5379727216367,0.0,2.4849056603773585,0.0,0.0
217,Bad,67.0,85.0,16.0,48.0,17.0,1.0,0.0,89.0,20.0,6.0,5.0,18.0,0.0,61.0,4.0,1.0,1.0,44.0,77.0,1.0,2.0,0.0,75.0
218,Bad,64.0,103.0,1.0,52.0,22.0,1.0,1.0,88.0,26.0,6.0,6.0,24.0,3.0,38.0,1.0,5.0,5.0,29.0,77.0,4.0,3.0,2.0,58.0
219,Bad,67.0,90.0,7.0,38.0,7.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,7.0,1.0,57.0,5.0,1.0,1.0,91.0,52.0,1.0,2.0,1.0,75.0
220,Good,81.0,99.0,1.0,54.0,35.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,36.0,1.0,25.0,0.0,2.0,2.0,8.0,42.0,2.0,3.0,0.0,67.0
221,Good,80.0,415.0,10.0,129.0,20.0,0.0,0.0,90.0,5.0,4.0,6.0,20.0,1.0,20.0,2.4777188328912465,0.0,0.0,8.0,84.0,1.0,1.0,0.0,50.0
222,Good,84.0,288.0,2.0,85.0,11.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,13.0,1.0,38.0,17.0,1.0,0.0,20.0,68.5379727216367,2.0,1.0,1.0,38.0
223,Good,88.0,209.0,9.0,93.0,19.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,19.0,1.0,53.0,5.0,0.0,0.0,0.0,68.5379727216367,1.0,1.0,0.0,29.0
224,Good,82.0,163.0,38.0,92.0,12.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,12.0,0.0,17.0,18.0,0.0,0.0,33.0,68.5379727216367,4.0,2.4849056603773585,0.0,100.0
225,Bad,60.0,281.0,1.0,73.0,35.0,0.0,0.0,78.0,0.0,4.0,6.0,40.0,4.0,28.0,0.0,8.0,8.0,16.0,86.0,10.0,4.0,2.0,68.0
226,Bad,60.0,164.0,4.0,67.0,18.0,2.0,0.0,67.0,1.0,4.0,5.0,24.0,2.0,58.0,0.0,5.0,5.0,0.0,53.0,0.0,4.0,0.0,63.0
227,Good,75.0,407.0,1.0,90.0,27.0,1.0,0.0,94.0,18.0,6.0,5.0,31.0,3.0,16.0,0.0,1.0,1.0,3.0,68.5379727216367,8.0,2.0,0.0,59.0
228,Bad,59.0,191.0,4.0,74.0,38.0,0.0,0.0,93.0,5.0,4.0,6.0,40.0,2.0,33.0,1.0,2.0,2.0,48.0,45.0,12.0,3.0,3.0,83.0
229,Good,75.0,180.0,4.0,74.0,35.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,36.0,5.0,44.0,0.0,4.0,4.0,41.0,97.0,1.0,3.0,0.0,80.0
230,Good,73.0,116.0,23.0,65.0,23.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,23.0,0.0,39.0,1.0,1.0,1.0,25.0,70.0,3.0,4.0,1.0,62.0
231,Good,87.0,126.0,7.0,71.0,21.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,22.0,1.0,38.0,13.0,0.0,0.0,10.0,50.0,2.0,2.0,0.0,67.0
232,Good,90.0,244.0,4.0,96.0,31.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,31.0,1.0,42.0,0.0,3.0,3.0,2.0,68.5379727216367,1.0,1.0,0.0,20.0
233,Good,63.0,69.0,3.0,42.0,13.0,7.0,7.0,100.0,21.879546809779367,6.0,8.0,13.0,2.0,15.0,0.0,1.0,1.0,53.0,58.0,6.0,2.0,1.0,89.0
234,Good,89.0,363.0,1.0,106.0,21.0,0.0,0.0,100.0,21.879546809779367,6.0,7.0,24.0,1.0,29.0,0.0,1.0,1.0,2.0,74.0,5.0,2.0,0.0,64.0
235,Good,82.0,154.0,1.0,82.0,35.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,36.0,5.0,42.0,0.0,1.0,1.0,12.0,100.0,2.0,2.0,0.0,44.0
236,Good,70.0,253.0,33.0,131.0,23.0,1.0,1.0,100.0,21.879546809779367,0.0,8.0,23.0,0.0,35.0,2.4777188328912465,0.0,0.0,3.0,48.0,3.0,3.0,0.0,55.0
237,Good,76.0,170.0,2.0,68.0,32.0,0.0,0.0,97.0,10.0,4.0,6.0,35.0,5.0,34.0,1.0,3.0,3.0,13.0,0.0,2.0,4.0,0.0,67.0
238,Good,75.0,325.0,7.0,101.0,23.0,1.0,1.0,96.0,65.0,6.0,6.0,24.0,1.0,63.0,6.0,0.0,0.0,47.0,70.0,4.0,4.0,0.0,89.0
239,Good,76.0,220.0,4.0,87.0,31.0,0.0,0.0,94.0,43.0,6.0,6.0,31.0,3.0,55.0,5.0,1.0,1.0,31.0,64.0,4.0,2.0,0.0,60.0
240,Bad,65.0,145.0,7.0,70.0,40.0,0.0,0.0,100.0,21.879546809779367,7.0,8.0,43.0,4.0,30.0,1.0,9.0,8.0,83.0,77.0,10.0,5.0,6.0,79.0
